question,answer,chunk,chunk_id,source
"What are the key technical performance indicators of an AI model, excluding one specific indicator?","The key technical performance indicators of an AI model include prediction accuracy, resource usage, and training time. However, the indicator that is excluded from this list is the conversion rate. Prediction accuracy measures the model's ability to make accurate predictions, resource usage evaluates the computational resources required, and training time indicates the duration for training the model. These indicators are crucial for assessing the performance of an AI model post-deployment.","during development.
D. When managing and monitoring AI systems after deployment.
2. All of the following are key technical performance indicators of an AI model EXCEPT? 
A. Prediction accuracy.
B. Resource usage.
C. Training time.
D. Conversion rate.
3. Which of the following would be the most suitable categorization for institutional and
historical biases that can be present in the datasets used in AI?
A. Human bias.
B. Cognitive bias.
C. Systemic bias.
D. Confirmation bias.
 AIGP Study Guide  9
© IAPP 2023. All rights reserved.The IAPP Certification Program Structure
The IAPP currently offers four certification programs: the Artificial Intelligence Governance 
Professional (AIGP), the Certified Information Privacy Professional (CIPP), the Certified 
Information Privacy Manager (CIPM) and the Certified Information Privacy Technologist (CIPT).
AIGP certification demonstrates comprehension of AI systems and the ability to deploy AI in 
a manner that abates risk and ensures safety and trust. It confirms an understanding of AI 
ecosystems, identification and mitigation of bias, and the capability to effectively communicate 
best practices for responsible AI management.
CIPP certification demonstrates a mastery of data privacy laws and regulations and how to 
apply them: jurisdictional laws, regulations and enforcement models, plus legal requirements 
for handling and transferring data. Within the CIPP, there are four concentrations: 
 Asian privacy (CIPP/A).
 Canadian privacy",6,AIGP FSG.pdf
When is the closing date and time for the AMGC National Robotics Industry Grant Fund?,The closing date and time for the AMGC National Robotics Industry Grant Fund is June 2026. Applicants need to ensure their submissions are made before this deadline to be considered for the grant opportunity. It is important to adhere to the specified closing date and time to avoid missing out on the grant funding provided by the Advanced Manufacturing Growth Centre (AMGC).,"AMGC National Robotics 
Industry Grant Fund . 
Opening date : July 2023 
Closing date and time: June 2026 
Administering e ntity: Advanced Manufacturing Growth Centre (AMGC) 
Enquiries: If you have any questions, contact us on 
applications@amgc.org.au 
Date guidelines released: March 2023 
Type of grant opportunity: Open com petitive 
 Contents 
1. AMGC National Robotics Industry Grant Fund processes ................................ .................... 4 
2. About the AMGC National Robotics Industry Grant Fund ................................ ..................... 4 
3. Grant amount and grant period ................................ ................................ ................................ . 6 
3.1. Project period ................................ ................................ ................................ ................... 6 
4. Eligibility criteria ................................ ................................ ................................ ......................... 6 
4.1. Who is eligible? ................................ ................................ ................................ ................ 6 
4.2. Additional eligibility requirements ................................ ................................ .................... 7 
4.3. Who is not eligible? ................................ ................................ ................................ .......... 7 
5. What the grant money can be used for ................................",0,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
What are the eligible activities that the grant money can be used for?,The grant money can be used for eligible activities such as eligible expenditure. Eligible activities may include specific projects or initiatives that align with the grant's objectives and guidelines. These activities must meet the criteria set forth by the grant program to qualify for funding. Eligible activities play a crucial role in determining the allocation of grant money and the impact it can have on the intended beneficiaries.,"not eligible? ................................ ................................ ................................ .......... 7 
5. What the grant money can be used for ................................ ................................ .................... 7 
5.1. Eligible activities ................................ ................................ ................................ .............. 7 
5.2. Eligible expenditure ................................ ................................ ................................ ......... 9 
6. The assessment criteria ................................ ................................ ................................ ............. 9 
7. How to apply ................................ ................................ ................................ .............................. 10 
7.1. Attachments to the application ................................ ................................ ...................... 10 
7.2. Timing of grant opportunity ................................ ................................ ............................ 10 
8. The grant selection process ................................ ................................ ................................ .... 11 
8.1. Who will approve grants? ................................ ................................ .............................. 11 
9. Notification of application outcomes ................................ ................................ ..................... 12 
10.",1,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
What are the key components of the grant application outcomes notification section in the given paragraph?,"The key components of the grant application outcomes notification section include successful grant applications, grant agreement, payment procedures, and tax obligations. Additionally, the paragraph mentions the announcement of grants and the monitoring process for grant activities, which involve keeping the organization informed, reporting progress, and submitting an end-of-project report.",".............................. 11 
9. Notification of application outcomes ................................ ................................ ..................... 12 
10. Successful grant applications ................................ ................................ ................................ . 12 
10.1. Grant agreement ................................ ................................ ................................ ............ 12 
10.2. How we pay the grant ................................ ................................ ................................ .... 12 
10.3. Tax obligations ................................ ................................ ................................ ............... 12 
11. Announcement of grants ................................ ................................ ................................ ......... 13 
12. How we monitor your grant activity ................................ ................................ ........................ 13 
12.1. Keeping us informed ................................ ................................ ................................ ...... 13 
12.2. Reporting ................................ ................................ ................................ ....................... 13 
12.2.1. Progress reports ................................ ................................ .............................. 14 
12.2.2. End of project report ................................ ................................",2,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
What is discussed in section 13 of the given paragraph?,"Section 13 of the paragraph discusses probity, including how confidential information is handled and when it may be disclosed. It outlines the procedures and guidelines for maintaining the confidentiality of information. The section emphasizes the importance of protecting confidential information and ensuring compliance with disclosure policies.","................................ ................................ .............................. 14 
12.2.2. End of project report ................................ ................................ ........................ 14 
12.2.3. Ad-hoc reports ................................ ................................ ................................ . 14 
12.3. Compliance visits ................................ ................................ ................................ ........... 14 
12.4. Project agreement variations ................................ ................................ ......................... 15 
12.5. Evaluation ................................ ................................ ................................ ...................... 15 
12.6. Grant acknowledgement ................................ ................................ ................................ 15 
13. Probity ................................ ................................ ................................ ................................ ........ 15 
13.1 How we handle your confidential information ................................ .................. 15 
13.2 When we may disclose confidential information ................................ ............. 15 
Appendix A. Eligible expenditure ................................ ................................ .............................. 17 
A.1 How we verify eligible expenditure ................................ ................................",3,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
What is the maximum percentage of grant funding allocated for capital equipment expenditure in the given paragraph?,"In the given paragraph, the maximum percentage of grant funding allocated for capital equipment expenditure is 25%.","................................ .............................. 17 
A.1 How we verify eligible expenditure ................................ ................................ ................ 17 A.2 Capital equipment expenditure – 25% maximum of grant funding ............................... 17 
A.3 Labour expenditure ................................ ................................ ................................ ........ 18 
A.4 Labour on -costs and administrative overhead ................................ .............................. 18 
A.5 Contract expenditure ................................ ................................ ................................ ..... 18 
A.6 Other eligible expenditure ................................ ................................ .............................. 19 
Appendix B. Ineligible expenditure ................................ ................................ ........................... 20 1. AMGC National Robotics Industry Grant Fund 
process es 
The grant opportunity opens 
We publish the grant guidelines on amgc.org.au/projects . 
 
You complete and submit a technology assessment application 
You complete the application form , address ing all the eligibility and assessment criteria in order for your 
application to be considered. 
 
We assess all Stage 1 Technology application s 
At Stage 1, t he Advanced Robotics for Manufacturing ( ARM ) Hub will review technology applications 
against eligibility criteria and notify you if you",4,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
What criteria does the ARM Hub use to assess technology applications at Stage 1?,"At Stage 1, the ARM Hub assesses technology applications against eligibility criteria and assessment criteria, including an overall consideration of the technology to be deployed and comparison to other eligible applications. If an application fails to meet a 50% score against the merit criteria, the applicant is notified. Applications scoring 50% or above are required to undergo a one-on-one consultation with the ARM Hub to review technology and workforce adoption activities related to the application.","assess all Stage 1 Technology application s 
At Stage 1, t he Advanced Robotics for Manufacturing ( ARM ) Hub will review technology applications 
against eligibility criteria and notify you if you are not eligible. 
The ARM Hub will assess eligible application s against the assessment criteria including an overall 
consideration of the technology to be deployed and compare it to other eligible applications. 
We notify you if your application fails to meet a 50% score against the merit criteria. 
Applications with a 50% or above score are required to undertake a one -on-one consultation with the 
ARM Hub to review technology and workforce adoption activities related to your application . The 
resulting report will be provided to applicants and AMGC. 
We notify you if the review s fails to meet an acceptable technology standard . 
Successful applicants will be asked to submit a Stage 2 Commercialisation application to AMGC . 
 
We assess all Stage 2 Commercialisation applications 
AMGC will review the applications against eligibility criteria and notify you if you are not eligible. 
We assess eligible applications in a triage process against the assessment criteria including an overall 
consideration of value with relevant money and compare it to other eligible applications. 
We notify you if your application fails to meet a 50% score against the merit criteria. 
We notify you if the application fails to meet an acceptable commercial standard . 
 
We make grant",5,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
What are the key steps involved in the process of the AMGC National Robotics Industry Grant Fund from application to evaluation?,"The key steps involved in the process of the AMGC National Robotics Industry Grant Fund from application to evaluation include: notification of application failure if criteria are not met, grant recommendations and advice to the AMGC Board, grant decisions made by the AMGC Board, notification of application outcome, entering into a project agreement with successful applicants, delivery of the grant activity as per the agreement, and evaluation of the specific grant activity and the fund as a whole based on provided information and data collected from various sources.","We notify you if your application fails to meet a 50% score against the merit criteria. 
We notify you if the application fails to meet an acceptable commercial standard . 
 
We make grant recommendations 
We provide advice to AMGC Board on the merits of each application. 
 
Grant decisions are made 
AMGC Board decides which applications are successful. 
 
We notify you of the outcome 
We advise you of the outcome of your application. 
 
We enter into a project agreement 
We will enter into a project agreement with successful applicants. The type of project agreement is 
based on the nature of the grant and proportional to the risks involved. 
 Delivery of grant 
You undertake the grant activity as set out in your project agreement. We manage the grant by working 
with you, monitoring your progress against milestones and making payments. 
 
Evaluation of AMGC National Robotics Industry Grant Fund 
We evaluate the specific grant activity and AMGC National Robotics Industry Grant Fund as a whole. 
We base this on information you provide to us and that we collect from various sources. 
 
2. About the AMGC National Robotics Industry Grant 
Fund 
A. Purpose of the Grant 
 
The objectives of the grant are to fund projects through AMGC’s National Robotics Industry Grant 
Fund that: 
• Grow Australia’s robotics industry 
• Invest in upskilling employees in robotics related applications 
• Increase exports of Australian robotics technology and equipment 
• Implement innovative",6,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
What are the intended outcomes of the National Robotics Industry Grant Fund?,"The intended outcomes of the National Robotics Industry Grant Fund are to increase the competitiveness of Australian robotics and robotics integration companies, to commercialise Australian IP in robotics related fields, to increase productivity and Australian jobs, and to increase the capability and competitiveness of Australian manufacturers through the implementation of new robotics technologies.","• Grow Australia’s robotics industry 
• Invest in upskilling employees in robotics related applications 
• Increase exports of Australian robotics technology and equipment 
• Implement innovative robotic installations and processes within the Australian 
manufacturing priority sectors that achieve a TRL9 level 
 
The intended outcomes of the grant are: 
• To increase the competitiveness of Australian robotics and robotics integration companies 
and to commercialise Australian IP in robotics related fields . 
• To increase productivity and Australian jobs. 
• To increase the capability and competitiveness of Australian manufacturers through the 
implementation of new robotics technologies 
 
B. Activity 
 
Project scope and description 
 
The National Robotics Industry Grant Fund will provide grants to Australian companies to 
commercialise new robotics products and applications. The Fund is intended to fund later stage 
commercialisation, not early -stage research -based programs. However, projects are still 
encouraged to include collaboration with research partners. 
 
Grantees will contribute a minimum of 50% of eligible project costs as cash contributions. Grantees 
cannot fund their contribution from other Commonwealth, State, Territory or local government grant 
source, or use in -kind (non -financial) contributions to match Commonwealth funding. Grantees 
must provide evidence of their ability to fund their contribution in their application. 
 
Consortia,",7,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
What are the key activities that Australian industry projects funded through the National Robotics Industry Grant Fund may include?,"Australian industry projects funded through the National Robotics Industry Grant Fund may include collaboration and networking with other businesses to develop a commercially viable product and establish market potential, collaborating with research and technology hubs/centres to test ideas, share knowledge, and upskill the workforce, engaging external professionals to provide commercialisation and market advice, creating distribution strategies, developing products for commercialisation using innovative robotics applications, commercialising Australian IP in robotics related fields, acquiring, constructing, installing, and commissioning new machinery and equipment, and investing in upskilling employees.","source, or use in -kind (non -financial) contributions to match Commonwealth funding. Grantees 
must provide evidence of their ability to fund their contribution in their application. 
 
Consortia, partnerships, and other joint venture arrangements will be able to apply, however , 
AMGC must verify these arrangements are made with Australia -based companies and that joint 
venture arrangements include at least one SME partner. 
 
Australian industry projects funded through the National Robotics Industry Grant Fund may include 
the following activities : • Collaboration and networking with other businesses to develop a commercially viable 
product and establish market potential. 
• Collaborating with research and technology hubs/centres to test idea , share knowledge 
and upskil l workforce . 
• Engaging external professionals to provide commercialisation and market advice, such as 
 identifying market opportunities and developing a market strategy. 
• Creating distribution strategies, such as market entry pathway and identifying domestic 
supply chains . 
• Developing a product for commercialisation using innovative robotics applications 
• Developing a robotics product or service for commercialisation by an Australian company 
• Commercialising Australian IP in robotics related fields 
• Acquiring, constructing, installing and commissioning of new machinery and equipment to 
facilitate the project (limited to 50% of grant funding ) 
• Invest in upskilling employees in",8,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
What are the key activities that can be funded through the National Robotics Industry Grant Fund?,"The key activities that can be funded through the National Robotics Industry Grant Fund include acquiring, constructing, installing, and commissioning new machinery and equipment (up to 50% of grant funding), investing in upskilling employees in robotics-related applications (minimum of 20% of grant funding), research collaboration for validation/viability of later stage commercialization and knowledge sharing, and approved production and post-production manufacturing activities related to commercialization.","fields 
• Acquiring, constructing, installing and commissioning of new machinery and equipment to 
facilitate the project (limited to 50% of grant funding ) 
• Invest in upskilling employees in robotics related applications (minimum of 2 0% of grant 
funding). 
• Research collaboration as it relates to the validation/viability of later stage 
commercialisation and knowledge sharing , and 
• Approved production and post -production manufacturing activities related to 
commercialisation. 
 
Project outcomes 
 
The intended outcomes of the National Robotics Industry Grant Fund are to increase the capability 
and competitiveness of Australian industry through the implementation of innovative robotics 
technologies; and to increase productivity and jobs in Australian industry. In undertaking the 
Activity, the Grantee must comply with the requirements of the grant opportunity guidelines (as in 
force at the time of application). 
 
3. Grant amount and grant period 
For this grant opportunity $ 150 million is available in three $50 million rounds from 2023-24 to 
2025-26. 
The grant amount will be up to 50 per cent of eligible project expenditure (grant percentage) . 
• The minimum grant amount is $ 100,000 
• The maximum grant amount is $ 1,000,000 . 
 
You are responsible for the remaining 50 per cent of eligible project expenditure , plus any ineligible 
expenditure. Your contribution must be cash. You cannot use funding from other Commonwealth 
State, Territory or local",9,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
What must be the nature of your contribution towards the remaining project expenditure not covered by the grant?,"Your contribution towards the remaining project expenditure not covered by the grant must be in cash. It is specified that funding from other Commonwealth State, Territory, or local government grants cannot be used to fund the balance of your project expenditure.","the remaining 50 per cent of eligible project expenditure , plus any ineligible 
expenditure. Your contribution must be cash. You cannot use funding from other Commonwealth 
State, Territory or local government grants to fund the balance of your project expenditure not 
covered by the grant. 
 
3.1. Project period 
The maximum project period is 18 months . 
We may approve a further extension provided you complete your project by 30 June 2027. 
 
4. Eligibility criteria 
We cannot consider your application if you do not satisfy all eligibility criteria. 
 4.1. Who is eligible? 
To be eligible you must: 
• Have an Australian Company Number (ACN) 
• Have an Australian Business Number (ABN ) 
• Be non -tax-exempt 
• Be registered for the Goods and Services Tax (GST) 
• and be an entity incorporated in Australia , including start -ups and a trading corporation , 
where your trading activities form a sufficiently significant proportion of the corporation’s 
overall activities as to merit it being described as a trading corporation or are a substantial 
and not merely peripheral activity of the corporation. 
 
4.2. Additional eligibility requirements 
We can only accept applications : 
• From small and medium -sized Australian enterprises (SMEs) with up to 199 employees 
(headcount) however larger organisations are eligible to apply and may be accepted due to 
the project’s sizable impact on Australian industry 
• With a minimum of $200,000 in eligible project expenditure 
• Where",10,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
What are the eligibility criteria for larger organisations to apply for the grant?,"Larger organisations are eligible to apply for the grant if they have a minimum of $200,000 in eligible project expenditure, clearly identify the level of job creation expected from the project in Australia, align with one or more of the National Manufacturing Priorities, provide evidence of completing the project and meeting costs not covered by grant funding, and demonstrate financial viability by providing evidence of funding their share of project costs including any ineligible expenditure.","larger organisations are eligible to apply and may be accepted due to 
the project’s sizable impact on Australian industry 
• With a minimum of $200,000 in eligible project expenditure 
• Where your application clearly identifies the level of job creation in Australia expected from 
your project 
• Where your project aligns with one or more of the National Manufacturing Priorities 
• Where you can provide evidence that you can complete the project and meet the costs of 
the proje ct not covered by grant funding . 
• Where you can provide evidence of how you will provide your share of project costs 
including using the accountant declaration template which confirms you can fund your 
share of the project costs, including any ineligible expenditure. The accountant declaration 
template must be used and is available on https://www.amgc.org.au/wp -
content/uploads/2021/01/Financial -viabilty -template.pdf 
We cannot waive the eligibility cr iteria under any circumstances. 
4.3. Who is not eligible? 
You are not eligible to apply if you are : 
• An individual 
• A partnership 
• A trust (however, an incorporated trustee may apply on behalf of a trust) 
• A Commonwealth, State , Territory or local g overnment body (including g overnment 
business enterprises). 
5. What the grant money can be used for 
5.1. Eligible activities 
Definition of robots 
 
Robots (including cobots) are autonomous machines that can move within their physical 
environment and manipulate objects. Robots",11,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
What are the essential characteristics of robots according to the given paragraph?,"According to the paragraph, robots have four essential characteristics: sensing, movement, energy, and intelligence. These characteristics define autonomous machines like robots, including cobots, which can move within their physical environment and manipulate objects. The integration of sensing, movement, energy, and intelligence enables robots to perform various tasks and functions in different fields of robotics.","can be used for 
5.1. Eligible activities 
Definition of robots 
 
Robots (including cobots) are autonomous machines that can move within their physical 
environment and manipulate objects. Robots have four essential characteristics: sensing, 
movement, energy and intelligence. In general we use the word “robotics” to encompass ALL 
robotics -relevant fields such as computer and machine vision, sensors and sensing systems (IoT), 
artificial intelligence (AI) and machine learning (ML) as well as automation and autonomous 
systems. 
 Eligible activities may include the development of : 
• Sensing and perception systems , including vision systems 
• Field robotics 
• Novel end effectors 
• Collaborative robotics 
• Medical robotics 
• Autonomous systems 
• Innovative robotic processes and control systems 
• Autonomous mobile robots , including AGV’s and UGV’s 
• Prototype robotic machinery and equipment 
• Robotic data collection devices 
 
Projects should be included in the Governments National Manufacturing priority list: 
• Resources Technology 
• Agriculture 
• Forestry 
• Fisheries 
• Transport 
• Medical Science 
• Renewables and low emission technologies 
• Defence 
 
Skills development in robotic applications is an essential element of the AMGC National Robotics 
Industry Grant Fund , with a minimum of 20% of grant funding to be allocated to this activity. Typical 
training is evidenced through relevant programs provided by robotics companies , system 
integrators ,",12,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
What is the minimum percentage of grant funding allocated to the Grant Fund activity?,"The minimum of 20% of grant funding is allocated to the Grant Fund activity. This funding is typically used for training provided by robotics companies, system integrators, technology hubs, and research and teaching institutions. The Grant Fund activity is an essential part of the grant program, ensuring that a significant portion of the funding supports training initiatives in relevant programs.","Grant Fund , with a minimum of 20% of grant funding to be allocated to this activity. Typical 
training is evidenced through relevant programs provided by robotics companies , system 
integrators , technology hubs , and research and teaching institutions . 
5.2. Eligible expenditure 
You can only spend grant funds on eligible expenditure you have incurred on an agreed project as 
defined in your project agreement. 
• For guidance on eligible expenditure, see appendix A. 
• For guidance on ineligible expenditure, see appendix B. 
 
We may update the guidance on eligible and ineligible expenditure from time to time. If your 
application is successful, the version in place when you submitted your application applies to your 
project. 
 
If your application is successful, we may ask you to verify project costs that you provided in your 
application. You may need to provide evidence such as quotes for major costs. 
 
Not all expenditure on your project may be eligible for grant funding. The Program Delegate (who is 
an AMGC Projects Director within AMGC with responsibility for the program) makes the final 
decision on what is eligible expenditure and may give additional guidance on eligible expenditure if 
required. 
 
To be eligible, expenditure must : 
• Be a direct cost of the project 
• Be incurred by you for required project audit activities. 
 You may elect to commence your project from the date we notify you that your application is 
approved by AMGC Board . 
 
6. The",13,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
When can you commence your project according to the given paragraph?,You can commence your project from the date we notify you that your application is approved by AMGC Board.,"project 
• Be incurred by you for required project audit activities. 
 You may elect to commence your project from the date we notify you that your application is 
approved by AMGC Board . 
 
6. The assessment criteria 
You must address all assessment criteri a in Stages 1 and 2 of your application s. We will assess 
your application s based on the weighting given to each criterion . 
The application form s ask questions that relate to the assessment criteria published on AMGC 
website . The amount of detail and supporting evidence you provide in your application should be 
relative to the project size, complexity and grant amount requested . You should provide evidence 
to support your answers . The application form displays size limits for answers . 
We will only consider funding applications that score highly (50% or more) against all asses sment 
criterion , as these represent best technology value for money . We will then work with you to verify 
details of your application. We will reject applications that cannot be verified to a technical or 
commercial standard. 
 
7. How to apply 
Before applying you should read and understand these guidelines, the FAQs, the sample 
application form a nd the sample project agreement published on AMGC website. 
To apply, you must : 
• Complete the ARM Hub Stage 1 online technology assessment application form via 
amgc.org.au 
• If successful with your technology assessment by ARM Hub, you will invited to submit a 
Stage 2",14,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
What are the key steps to complete the ARM Hub technology assessment application process?,"To complete the ARM Hub technology assessment application process, you must fill out the Stage 1 online technology assessment application form on amgc.org.au. If successful, you will be invited to submit a Stage 2 commercialisation application form. It is important to provide all requested information, address eligibility and assessment criteria, and include all necessary attachments for both stages of the application process.","must : 
• Complete the ARM Hub Stage 1 online technology assessment application form via 
amgc.org.au 
• If successful with your technology assessment by ARM Hub, you will invited to submit a 
Stage 2 commercialisation application form via amgc.org.au 
• Provide all the information requested 
• Address all eligibility and assessment criteria 
• Include all necessary attachments 
You will receive confirmation of receipt of your application when you submit your technology and 
commercialisation application s. You should retain a copy of your application for your own records . 
You can view and print a copy of your submitted application on t he portal for your own records. 
You are responsible for making sure your application s are complete and accurate. Giving false or 
misleading information is a serious offence under the Criminal Code Act 1995 (Cth). If we consider 
that you have provided false or misleading information, we may not progress your application. If 
you find an error in your application after submitting it , you can contact us at 
applications@amgc.org.au 
You can apply for more than one project under this grant opportunity , however the first project must 
be completed before the second project can be approved . 
If you need further guidance around the eligibility of robotics automation manufacturing projects, 
you may contact the AMGC National Projects director listed on amgc.org.au (contact us) . If you are 
unable to submit an application online , please",15,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
Who should you contact for robotics automation manufacturing projects at AMGC?,"For robotics automation manufacturing projects at AMGC, you may contact the AMGC National Projects director listed on amgc.org.au under the 'contact us' section. If you are unable to submit an application online, you can reach out to applications@amgc.org.au for assistance. It is important to follow the specified contact information for project inquiries and applications to ensure proper communication and support.","of robotics automation manufacturing projects, 
you may contact the AMGC National Projects director listed on amgc.org.au (contact us) . If you are 
unable to submit an application online , please contact applications@amgc.org.au 7.1. Attachments to the application 
You must attach supporting documentation to the application in line with the instructions provided 
within the form. You should only attach requested documents. We will not consider information in 
attachments that we do not request. 
7.2. Timing of grant opportunity 
You can only submit an application between the published opening and closing dates. We cannot 
accept late applications. 
Table 1: Expected timing for this grant opportunity 
Activity Timeframe 
Assessment of technology applications 5 weeks 
Assessment of commercialisation applications 5 weeks 
Approval of outcomes of selection process 3 weeks 
Negotiation of project agreements 2 weeks 
Notification to unsuccessful applicants At the time of the grant decisions 
Earliest start date of project Date of notification that your project is 
approved by AMGC Board 
End date of grant commitment No later than 30 June 2026 
8. The grant selection process 
Stage 1 
The ARM Hub will deliver Stage 1 of the AMGC National Robotics Industry Grant. 
ARM Hub reviews application s against the eligibility criteria . Applications that meet a 50% score 
the selection criteria will undertake a Technology Assessment with the ARM Hub . The technology 
Assessment is an",16,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
Who decides which grants to approve?,"The AMGC Board decides which grants to approve. The board considers various factors such as how well the application meets the criteria, its comparison to other applications, its value with relevant money, and its technology and commercial standard. Additionally, a triage committee of independent industry experts assesses the applications against the criteria and recommends projects to fund after comparing them to other eligible applications.","application s against the eligibility criteria . Applications that meet a 50% score 
the selection criteria will undertake a Technology Assessment with the ARM Hub . The technology 
Assessment is an opportunity invol ving a one -on-one consultation to review technology and 
workforce skills development related to the application. A report will be provided to the applicant 
and AMGC. 
 
Stage 2 
If your technology application is successful in Stage 1 , you will be invited to submit a Stage 2 
commercialisation application. 
 
We consider your Stage 2 commercialisation application on its merits, based on: 
• How well it meets the criteria 
• How it compares to other applications 
• Whether it provides value with relevant money 
• Whether it meets a technology and commercial standard . 
 
When assessing whether the application represents value with relevant money, we will have regard 
to: 
• The overall objectives of the grant opportunity 
• The evidence identified to demonstrate how your project contribute s to meeting th ose 
objectives • The relative value of the grant sought. 
 
We will establish a triage committee comprised of independent industry experts . The committee 
may seek additional advice from independent technical experts. The committee will assess your 
application against the assessment criteria and compare it to other eligible applica tions before 
recommending which projects to fund . 
 
8.1. Who will approve grants? 
 AMGC Board decides which grants to",17,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
Who decides which grants to approve and what factors are considered in the decision-making process?,"The AMGC Board decides which grants to approve, taking into account the recommendations of the Triage committee and the availability of grant funds. The decision-making process considers factors such as grant approval, grant funding to be awarded, and any conditions attached to the offer of grant funding. The AMGC Board's decision is final in all matters related to grant approval and funding.","against the assessment criteria and compare it to other eligible applica tions before 
recommending which projects to fund . 
 
8.1. Who will approve grants? 
 AMGC Board decides which grants to approve , taking into account the recommendations of the 
Triage committee and the availability of grant funds. 
 
AMGC ’s decision is final in all matters, including : 
• The grant approval 
• The grant funding to be awarded 
• Any conditions attached to the offer of grant funding. 
We cannot review decisions about the merits of your application . AMGC Board will not approve 
funding if there are insufficient program funds available across relevant financial years for the 
program. 
9. Notification of application outcomes 
We will advise you of the outcome of your application in writing. If you are successful, we advise 
you of any specific conditions attached to the grant . 
You can submit a new application for the same (or similar) project if there is future funding 
availability . You should include new or more information to address the weaknesses that prevented 
your previous application from being successful . If a new application is substantially the same as a 
previous ineligible or unsuccessful application, we may refuse to consider it for assessment . 
10. Successful grant applications 
10.1. Project agreement 
You must enter into a legally binding project agreement with AMGC . The project agreement has 
general terms and conditions that cannot be changed. A sample project",18,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
What are the specific conditions that may be determined by the assessment process or other considerations made by AMGC Board for the approval of a grant?,"The approval of a grant may have specific conditions determined by the assessment process or other considerations made by AMGC Board. These conditions will be identified in the offer of grant funding. If an agreement is entered under AMGC National Robotics Industry Grant Fund, other grants for the same activities from other Commonwealth, State, or Territory granting programs cannot be received.","10.1. Project agreement 
You must enter into a legally binding project agreement with AMGC . The project agreement has 
general terms and conditions that cannot be changed. A sample project agreement is available on 
AMGC website . 
We must execute a project agreement with you before we can make any payments. Execute 
means both you and AMGC have signed the agreement. 
The approval of your grant may have specific conditions determined by the assessment process or 
other considerations made by AMGC Board . We will identify these in the offer of grant funding. 
If you enter an agreement under AMGC National Robotics Industry Grant Fund , you cannot receive 
other grants for the same activities from other Commonwealth , State or Territory granting 
programs. 
AMGC may reco ver grant funds if there is a breach of the project agreement. 
You will have 30 days from the date of a written offer to execute this project agreement with 
AMGC . During this time, we will work with you to finalise details. 
The offer may lapse if both parties do not sign the project agreement within this time. Under certain 
circumstances, we may extend this period. We base the approval of your grant on the information you provide in your application. We will review any required changes to these details to ensure they 
do not impact the project as approved by AMGC Board . 
10.2. How we pay the grant 
The project agreement will state the: 
▪ Maximum grant amount we will pay 
▪ Proportion of eligible",19,AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf
